Annotation Cluster 1	Enrichment Score: 68.76479813108197
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-5663205~Infectious disease	442	16.131386861313867	2.1373884979555093E-84	Q9UBB5, O00267, P52434, P52435, P16220, P21926, Q9BVA1, O60563, O15511, P63208, P27348, O15514, P30876, Q8IZP0, O00159, P62244, P62487, Q8IUE6, P62241, P61158, Q9UI12, P67812, P62249, P25398, Q12849, Q06124, P18621, Q9Y2Z0, P18615, P61160, P18858, P63220, P40429, Q9UQB8, P63104, P62136, P62258, P05556, P31946, P08708, P26373, P31947, Q99460, Q7L576, P55735, P18754, P17302, P62266, P62140, P62263, P62269, Q9UKX7, Q9Y3U8, Q71UM5, P28482, P51665, P39019, P19525, P39023, P62316, P62318, P62314, P07437, Q96SB4, Q92769, Q13724, O00231, P19784, O00232, P37198, P61353, P54709, P05141, P05386, P05023, P05387, P05388, P05026, P32969, Q12769, O00487, Q96EE3, P42766, P62333, Q71DI3, P20618, P61247, Q9UN86, P08865, P51572, P53992, P30419, Q13509, Q14839, P61254, Q6FI13, Q92621, P08754, O15504, P23396, P07900, Q9Y6W5, P14678, O00422, P14314, P62750, P62993, P62877, Q15022, P62879, P62873, P62753, P62875, P62633, Q04917, Q96HA1, P23284, P49411, P36578, Q99880, P12268, P12270, P62888, P61313, Q96CW1, P27635, Q99879, Q86U42, Q9UN37, P12236, Q00653, P62899, P25789, P25788, O14964, P25787, P23246, P25786, O43148, O14980, Q8N1F7, P35222, Q9UHI6, O60716, P15880, Q00403, Q93077, Q7Z3B4, P62306, P62308, P62424, P62304, P06733, O00505, P0DMV9, P07947, P23193, O00629, P07948, Q9BYC5, P39656, Q9Y625, Q07157, Q99567, P51948, P61981, Q15185, P55072, P05412, Q07020, O43242, P46060, Q92804, P06748, O60814, Q99436, P35052, P14373, P83881, P62847, P62841, P27797, P49207, P61513, P04899, Q9BTX1, P17844, P13010, Q00610, P62857, P62979, P62851, P61769, A5D8V6, P62854, P49792, P49790, P39748, P35269, P35268, Q8WUW1, P17980, O00410, P62861, O14818, P52948, P62987, Q16186, Q14204, P36507, P19174, P62917, P10599, P35658, P13984, P13861, P62910, Q9BW27, P46783, P08047, P83731, P09496, Q8WUM4, P62913, Q8WUM0, Q14573, Q9NRG9, Q16637, Q14697, P13639, P62805, P46782, Q9HAV0, P46781, P62807, O43447, P59998, Q9C0B5, P68104, P46777, P46776, P60866, P46779, P46778, Q16881, Q15436, Q3ZCM7, P62937, P68363, P35998, P17096, Q8NFH3, Q8NFH4, Q8NFH5, Q13263, Q9BQE3, Q14116, P62826, Q16777, Q16778, P62829, O75116, P18077, Q9Y618, Q9UNM6, P29084, O75475, O75351, P68371, Q9NZZ3, P36954, Q02790, Q02543, P00558, P68366, P62701, Q14241, Q5SRE5, P61978, P43487, P62942, Q96FZ7, P63092, Q3LXA3, O43633, P35579, Q9Y3E7, Q99961, O94826, Q13283, P27824, P46108, Q14258, P04843, P04844, P60709, Q09161, O75694, P11142, P63096, P49721, Q13177, P61927, Q9UQN3, P58876, Q9Y4I1, Q02878, P50914, P68431, Q16576, Q15366, P60953, Q6PKG0, Q15008, Q15369, Q15005, P62906, P0DP25, P36873, O43865, Q02750, Q09028, Q15370, P78362, Q96RN5, P62081, Q9H444, P18124, P63167, P42224, Q9Y6G9, P47914, P0DPH8, P62195, P63165, Q6P5R6, P09651, P46821, Q14974, Q13404, O75531, P31323, P19338, P24928, Q9BUF5, P84098, P63173, Q08945, P52292, P60900, P52298, P83916, O15144, O15145, P52294, O15143, P57740, P29590, Q03135, Q8WXI9, Q01196, Q9Y2A7, Q8TBF4, P09874, O95983, Q13427, O94776, Q9H3P2, P42677, P68400, Q96FJ2, Q04206, Q969Q0, P62280, P51148, P51149, P62277, P62273, P30050, P63000, Q13200, P19387, P19388, Q9NP79, P63010, Q9Y5B0, Q9BVL2, Q9Y5B9, P46734, P12956, P28066, Q8TEQ6, P78406, P63261, P61088, O60341, Q13464, Q9UBI6, Q86YP4, P62191, P28072, O95782, P28070, P63279, P63272, P67870, Q71U36, P08238, P43686, Q9HD42	2077	1008	11153	2.354598933137691	4.125159801054133E-81	4.585885766168987E-82	3.234581260239338E-82
REACTOME_PATHWAY	R-HSA-9824446~Viral Infection Pathways	384	14.014598540145986	4.182374332082044E-83	Q14204, P62917, P35658, O00267, P13984, P52434, P52435, P16220, Q9BVA1, O60563, P62910, P08047, Q9BW27, P46783, P63208, P83731, P09496, Q8WUM4, P62913, P27348, Q9NRG9, Q8WUM0, O15514, Q16637, Q14697, P30876, P62805, P46782, P46781, P62807, O43447, P62244, Q9C0B5, P62487, Q8IUE6, P68104, P62241, P46777, P46776, P60866, P46779, Q9UI12, P67812, P46778, P62249, Q15436, P25398, Q3ZCM7, P62937, P68363, Q12849, Q06124, P35998, P18621, P18615, P18858, P63220, P17096, Q8NFH3, P40429, Q8NFH4, P63104, P62136, P62258, Q8NFH5, Q13263, Q9BQE3, P05556, P62826, P31946, P08708, Q16777, Q16778, P26373, P62829, P31947, O75116, P18077, Q9UNM6, Q9Y618, Q99460, P29084, O75475, O75351, P68371, Q9NZZ3, P55735, P36954, P18754, Q02790, P17302, P62266, P62140, Q02543, P62263, P68366, P62701, Q14241, Q5SRE5, P61978, P43487, P62269, Q9UKX7, P62942, Q9Y3U8, Q96FZ7, Q71UM5, O43633, Q3LXA3, P51665, P39019, P19525, Q9Y3E7, P39023, O94826, Q13283, P62316, P62318, P27824, P62314, P07437, Q14258, Q96SB4, P04843, Q92769, P04844, Q09161, Q13724, O00231, O75694, O00232, P19784, P37198, P11142, P61353, P54709, P05141, P49721, P05386, Q13177, P05023, P05387, P05388, P05026, P61927, P32969, Q12769, Q9UQN3, P58876, O00487, Q96EE3, P42766, Q02878, P62333, P50914, P20618, Q71DI3, P68431, P61247, Q16576, Q9UN86, P08865, Q15366, Q6PKG0, Q15008, P51572, Q15369, P53992, Q15005, P62906, P30419, Q13509, Q14839, P36873, Q09028, Q15370, P61254, Q92621, Q6FI13, P78362, O15504, Q96RN5, P23396, P07900, P62081, Q9H444, P14678, O00422, P18124, P14314, P42224, P63167, P62750, Q9Y6G9, P47914, P62993, P0DPH8, P62195, P63165, Q6P5R6, P62877, Q15022, P09651, P46821, P62753, P62875, P62633, Q96HA1, Q04917, Q14974, P23284, P49411, Q13404, O75531, P36578, Q99880, P12268, P19338, Q9BUF5, P24928, P84098, P63173, Q08945, P12270, P62888, P52292, P61313, Q96CW1, P60900, P27635, Q99879, P52298, P83916, Q86U42, Q9UN37, P52294, P57740, P12236, P29590, Q03135, Q8WXI9, Q01196, Q8TBF4, P62899, P25789, P25788, P25787, P09874, P25786, O95983, O43148, Q13427, O94776, O14980, Q9H3P2, Q8N1F7, Q9UHI6, P42677, P15880, P68400, Q00403, Q96FJ2, Q93077, Q04206, Q7Z3B4, P62306, P62308, P62424, Q969Q0, P62304, O00505, P0DMV9, P23193, O00629, P62280, Q9BYC5, P39656, P51148, Q9Y625, Q07157, P62277, Q99567, P51948, P61981, P62273, P30050, P63000, Q15185, P55072, Q13200, Q07020, O43242, P46060, Q92804, P06748, P19387, P19388, O60814, Q9NP79, Q99436, P35052, P83881, P63010, Q9Y5B0, Q9BVL2, P62847, P62841, P27797, Q9Y5B9, P49207, P61513, P28066, P12956, Q9BTX1, Q8TEQ6, P78406, P17844, P13010, P61088, Q00610, O60341, P62857, P62979, P61769, P62851, Q13464, A5D8V6, P62854, P49792, P49790, P39748, P35269, P35268, Q86YP4, P62191, P28072, P17980, P28070, O95782, O00410, P62861, P63279, O14818, P63272, P52948, P67870, P62987, Q71U36, P43686, P08238, Q16186, Q9HD42	2077	817	11153	2.523854844308092	8.071982460918346E-80	6.730137362708689E-81	4.74699486691312E-81
REACTOME_PATHWAY	R-HSA-1643685~Disease	567	20.693430656934307	5.812855656913065E-46	Q7KZF4, Q6WCQ1, Q9UBB5, Q71UI9, O00267, P52434, P52435, P16220, P21926, Q9BVA1, O60563, O15511, P63208, Q92614, P27348, O15514, P30876, Q8IZP0, O95684, P51114, O00159, P16104, P62244, P62487, Q8IUE6, P62241, P61158, P67936, Q9UI12, P67812, P62249, P25398, P27694, Q9UKV8, Q12849, Q06124, P18621, Q9Y2Z0, P18615, P61160, P18858, P63220, P40429, Q9UQB8, P63104, P62136, P62258, P26358, P05556, P31946, P08708, P26373, P31947, Q99460, Q7L576, P55735, O95340, P18754, P17302, P17655, P62266, P20700, P62140, P62263, P49589, P07741, P62269, Q9UKX7, O15305, Q9Y3U8, Q71UM5, P28482, P51665, P39019, P19525, P39023, P62316, P62318, P61224, P62314, P07437, Q96SB4, Q92769, Q13724, O00231, P19784, O00232, Q06210, P37198, P18206, P16278, P61353, P54709, P05141, P05386, P05023, P05387, P05388, P05026, P09622, P32969, Q12769, O00487, Q96EE3, P42766, P62333, P84243, Q71DI3, P20618, P61247, P26038, Q9UN86, Q92878, P08865, Q9Y490, Q13501, P51572, P53992, P51570, P30419, Q13509, Q14839, P40692, P61254, Q6FI13, Q92621, P08754, O15504, P04632, P23396, P07900, Q9Y6W5, P14678, O00422, P11166, P14314, P62750, P62993, P62877, Q15022, P62879, P01116, P62873, P62753, P62875, P62633, Q04917, Q96HA1, P01111, P23284, P49411, Q86W92, P36578, Q99880, P35244, P12268, P35249, P35250, Q99996, Q96RT1, Q14181, P12270, P62888, P61313, Q96CW1, P49643, P27635, Q99879, Q96B36, O43252, P26641, Q86U42, P49642, Q9UN37, P12236, P33176, Q00653, Q00534, P62899, P25789, P25788, O14964, P25787, P23246, P25786, O43148, P40938, O14980, P40937, Q8N1F7, P35222, Q9UHI6, O60716, P15880, P35232, Q00403, Q93077, Q7Z3B4, P62306, P62308, P62424, P62304, P06733, O00505, Q92934, P0DMV9, P07947, P23193, O00629, P07948, Q9BYC5, P39656, Q9Y625, Q07157, Q96PU8, Q99567, P51948, P61981, P31939, P62834, Q15185, P55072, P05412, Q07020, O43242, Q07021, P46060, Q92804, P06748, O60814, Q99436, P15586, P35052, Q9HCE1, P14373, P83881, P62847, P62841, P06753, P27797, P49207, P61513, P04899, Q9BTX1, P17844, P13010, P51608, Q00610, P62857, P62979, P62851, P61769, A5D8V6, P62854, P49792, P49790, P39748, P35269, P35268, Q8WUW1, P17980, Q9HCC0, O00410, P52701, P62861, O14818, P52948, P62987, Q16186, Q14204, P36507, Q14203, P37837, P15927, P19174, P62917, P30086, P10599, P35658, P13984, P13861, P36871, P09493, P62910, Q9BW27, P46783, P08047, Q16630, P83731, P09496, Q8WUM4, P62913, P24752, Q8WUM0, Q14573, Q9NRG9, O94905, Q13363, Q16637, Q14697, P13639, P62805, P46782, Q9HAV0, P46781, P62807, O43447, P59998, Q9C0B5, P68104, P30084, Q16763, P46777, P46776, P60866, P46779, Q9BUN8, P46778, Q16881, Q15436, Q3ZCM7, P62937, P68363, P35998, P23526, P17096, Q8NFH3, Q8NFH4, Q8NFH5, Q13263, Q9BQE3, Q53H12, Q14116, P32119, P62826, Q16777, P22570, Q16778, P62829, P10109, O75116, Q16537, P18077, O75477, Q9Y618, Q9UNM6, P29084, O75475, O75351, P68371, Q9NZZ3, P36954, Q02790, Q02543, P00558, P68366, P62701, Q14241, Q5SRE5, Q16543, P61978, P43487, P43246, Q9P2E9, P62942, Q96FZ7, Q13158, O15164, P63092, Q3LXA3, O43633, P14635, P35579, Q9Y6K1, Q9Y3E7, Q99961, O94826, Q13283, P27824, Q14376, P46108, Q14258, P04843, P04844, P60709, Q09161, O75694, P11142, P63096, P49721, P48637, Q13177, P02751, P61927, P00491, Q9UQN3, P58876, P10253, Q9Y4I1, Q02878, P49959, P50914, P68431, Q16576, P02545, Q15366, P60953, Q6PKG0, Q15008, Q15369, Q15005, P62906, P0DP25, P36873, O43865, Q02750, Q09028, Q15370, P08195, P78362, O94979, Q96RN5, P62081, Q9H444, P18124, P63167, P42224, Q9Y6G9, P47914, Q6NVY1, P0DPH8, P62195, P17275, Q07866, P63165, Q6P5R6, Q8WWI1, P46940, P09651, P46821, Q14974, Q13404, O75531, Q01082, P31323, P19338, P24928, P84095, Q9BUF5, P67775, P84098, Q7Z4W1, P63173, Q08945, P52292, P60900, P52298, P83916, O15144, O15145, P52294, O15143, P57740, P29590, Q03135, Q8WXI9, Q01196, Q9Y2A7, Q8TBF4, Q6UN15, P09874, O95983, Q13427, O94776, O75874, Q9H3P2, P42677, P68400, Q96FJ2, Q04206, Q969Q0, Q13555, Q8WUI4, Q13557, P62280, P51148, P35613, P51149, P62277, P62273, P30050, P63000, P09455, Q13200, P19387, P30153, P19388, P30154, Q9NP79, Q7Z2W4, P63010, Q9Y5B0, Q9BVL2, Q13573, Q9Y5B9, P46734, P09429, P12956, P28066, Q14789, Q8TEQ6, P78406, P63261, P61088, Q9HC35, O60341, Q13464, Q9UBI6, Q06830, Q86YP4, P62191, P28072, P19367, O95782, P28070, P63279, P63272, P67870, P24941, P07384, Q71U36, P08238, P43686, Q6P1M0, Q9HD42	2077	1821	11153	1.6719693766909722	1.1218811417842216E-42	2.9538484930260863E-44	2.0834498433462093E-44
REACTOME_PATHWAY	R-HSA-1266738~Developmental Biology	360	13.138686131386862	9.066249408415361E-13	P36507, P35659, Q15418, P19174, P62917, Q12824, Q71UI9, Q9UPN9, P52434, P52435, P13861, Q04637, P16220, Q9BVA1, P62910, O15511, P46783, P83731, P09496, P09497, P62913, Q00839, Q9C0C2, O15514, P38919, P30876, O43324, P62805, P46782, P46781, P62807, Q12959, P59998, P16104, P62244, P62487, P62241, P61158, P46777, P46776, P60866, P46779, Q9UI12, P46778, P62249, P25398, Q9UKV8, P06756, Q3ZCM7, Q13813, P68363, Q06124, P35998, P18621, P62495, Q01469, P61160, P18858, P23528, P63220, P40429, P35080, Q9BQE3, P61964, Q9C005, P05556, P08708, P07737, Q16777, Q16778, P26373, P62829, O75116, P18077, Q9UNM6, Q9Y618, Q99460, P68371, P36954, Q14919, P62266, Q02543, P62263, P68366, P62701, Q13155, P62269, Q9Y3U8, Q13951, Q14126, P54136, O75348, Q8N8S7, Q71UM5, P50570, P28482, O95239, P36543, P38606, P14635, P51665, P35579, P39019, P35580, P23229, P35221, P39023, P23588, P15170, Q16555, P61586, P08648, Q96SB4, Q92769, P60709, Q09161, O00231, O00232, P19784, Q9H074, P11142, O14639, P61353, P49721, Q99959, P05386, Q13177, P05387, P05388, P61927, Q8TAQ2, O75326, P32969, O95372, Q13617, P58876, O00487, Q9Y4I1, P42766, Q02878, P62333, P50914, P84243, P20618, Q71DI3, P68431, P61247, P47897, P49711, Q16576, P02786, P26038, P08865, P60953, Q9Y490, Q15008, Q15369, Q13740, P21283, P21281, P62906, Q13509, P14868, Q14839, Q09028, Q02750, Q86X55, Q03164, Q15370, P61254, Q6FI13, P29317, Q9Y2W1, P28347, Q96RN5, P60842, P04632, P23396, P07900, Q14966, P62081, P18124, P62750, P47914, P62993, Q96T88, P0DPH8, P62195, P41252, Q9P2J5, Q6P5R6, P62877, Q15022, P01116, O15234, P61421, P62753, P62875, P01111, P49773, O96019, P36578, Q99880, Q01082, O96013, Q99081, P19105, Q9BUF5, P24928, P46937, O60610, P84098, P63173, P46939, P62888, P61313, Q96CW1, P60900, P27635, Q01518, Q99879, P50552, P52298, Q86U42, O15144, O15145, O15143, P11940, O00560, P29590, Q8WXI9, Q01196, P35241, P17252, P62899, P25789, P25788, Q14195, P25787, Q15046, P25786, Q15287, P49757, O95983, O94776, O14980, P35222, Q9NR12, P51532, P42677, P15880, P68400, Q93077, Q04206, Q92785, O60271, P62424, Q969Q0, P07942, P07947, P25490, P07948, Q12904, P62280, Q99569, P62277, P62273, P30050, P63000, Q96A72, Q13200, P05412, Q07020, O43242, Q92925, Q969G3, P14923, P19387, P19388, O75175, O60814, Q99436, P35052, Q9HCE1, P60660, P83881, P63010, P08134, P62847, P05783, Q92922, P62841, Q13573, P49207, P61513, Q05193, P28066, O75962, Q9Y5S9, P15311, P63261, Q00610, P62857, P62979, P62851, Q13464, P62854, P07814, P53350, P35268, Q86YP4, P62191, P28072, P17980, O43347, P28070, O95782, P62861, O14818, P67870, P62987, P24941, O14497, P07384, Q71U36, P43686, P08238, Q16186, P56192	2077	1393	11153	1.3877351542083483	1.7497536752841825E-9	7.712302910859057E-12	5.439749645049216E-12

Annotation Cluster 3	Enrichment Score: 47.527423493366385
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0032040~small-subunit processome	73	2.664233576642336	6.002281681238876E-60	Q9H0A0, Q92979, Q9NYH9, Q71UM5, Q12788, P62081, P62280, P39019, Q9Y3A4, Q9BSC4, P62277, Q15061, Q9Y3A2, Q8NI36, Q68CQ4, Q14692, Q9Y2X3, Q14690, Q9UMY1, Q969X6, Q9BVI4, P62753, Q15269, Q9NQZ2, Q9NRX1, P46782, P46781, Q9BRU9, Q13601, Q5QJE6, Q9Y2P8, Q96G21, Q9Y5J1, Q9NV31, O75691, P62244, Q8IWA0, P62241, P62847, Q9UNX4, P62249, Q9Y324, P25398, P22087, P78527, P55769, Q9H583, O00567, Q9NY61, O00566, Q8TED0, O43818, P13010, Q9NV06, Q8NDD1, P61247, P62857, O15213, P62979, Q8NEJ9, Q9UNQ2, P78316, Q86WX3, Q9H6R4, P08708, Q01780, Q8IY37, Q8TEX9, P42677, P62266, Q9BVJ6, P62263, P62701	2712	75	20666	7.4170009832841695	7.022669567049485E-57	7.022669567049485E-58	5.570117400189677E-58
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	69	2.5182481751824817	1.4617649710857103E-47	Q9H0A0, Q92979, Q9NYH9, Q71UM5, Q12788, P62081, P62280, P39019, Q9Y3A4, P62277, Q15061, Q9Y3A2, Q8NI36, Q14692, Q9Y2X3, Q9UMY1, Q969X6, P62753, Q15269, Q9NQZ2, P06748, Q9NRX1, P46782, P46781, Q13601, Q5QJE6, Q9Y2P8, Q96G21, Q9Y5J1, Q9NV31, O75691, P62244, Q8IWA0, P62241, P62847, P62841, Q9UNX4, P62249, Q9Y324, P25398, P22087, O75683, P55769, Q9H583, O00567, Q9NY61, O00566, Q8TED0, O43818, Q8NDD1, P61247, P62857, O15213, P62979, P62851, Q8NEJ9, Q9UNQ2, P78316, Q86WX3, Q9H6R4, P08708, Q01780, Q8IY37, Q96EU6, Q8TEX9, P42677, P62266, P62263, P62701	2654	79	19416	6.389705531655109	8.302825035766834E-44	1.660565007153367E-44	1.59069264153547E-44
REACTOME_PATHWAY	R-HSA-6790901~rRNA modification in the nucleus and cytosol	58	2.116788321167883	2.98219197248611E-37	Q9H0A0, Q92979, Q9NYH9, Q12788, P62081, Q9Y3A4, Q9NX24, Q15061, Q9Y3A2, Q8NI36, Q68CQ4, Q14692, Q9Y2X3, Q14690, Q969X6, Q9BVI4, P62753, Q9H8H0, Q9NXG2, Q15269, Q9NQZ2, Q9NRX1, P46781, Q13601, Q9Y2P8, Q96G21, Q9Y5J1, Q9NV31, O75691, Q9NY12, Q8IWA0, Q9UNX4, Q9Y324, P22087, Q9H0S4, P55769, Q9H583, O00567, O00566, Q8TED0, O43818, Q9NV06, Q9NPE3, O15213, Q9UNQ2, P78316, Q9Y6V7, P46087, Q9H6R4, Q9Y2R4, Q8IY37, Q96EU6, O60832, O43709, P15880, Q9BVJ6, P62263, Q9UI30	2077	61	11153	5.105677324640678	5.755630506898192E-34	1.1997109789313912E-35	8.461969721929337E-36

Annotation Cluster 4	Enrichment Score: 47.45994158508558
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-72766~Translation	223	8.138686131386862	2.833668485731833E-104	O75821, O75822, P62917, Q9Y5M8, Q9H0U6, Q8IXM3, Q9NX20, Q04637, P09132, P62910, P46783, P60059, P83731, P62913, O43324, P13639, P46782, Q9NRX2, Q9NQ50, P46781, Q9Y399, P41091, P62244, P68104, P62241, Q9Y285, P20042, P46777, P46776, P60866, P46779, P67812, P46778, P62249, P25398, Q96E11, O43776, Q9H2W6, P18621, P62495, P63220, O60783, P40429, P82663, P82664, Q9Y2Z4, P49591, P08708, P26373, P62829, P18077, Q9BYD6, P62266, Q9BYD3, Q02543, P62263, P82650, Q9BYD1, P62701, Q9UI30, P49589, P09001, P49588, Q13155, P62269, Q16540, Q9Y3U8, Q9NSD9, P54136, Q71UM5, P29692, P39019, P39023, P23588, P15170, Q9H9J2, Q9NSE4, P04843, P04844, P13798, P61353, Q7Z7H8, P05386, P05387, P05388, P61927, P32969, P42766, Q02878, P50914, Q4U2R6, P24534, P55010, P61247, P47897, Q14152, P08865, Q15005, P51571, P62906, Q9NR50, P14868, Q8TCC3, O76094, Q9P0M9, P61254, P61011, Q9Y262, Q7Z7F7, P60842, Q96A35, P54577, P23396, P62081, Q96EL3, P18124, O00303, P62750, O60841, P47914, P41252, Q9P2J5, P41250, Q6P5R6, Q9HD33, Q13084, P62753, P82921, Q8N983, P49770, P82912, O15371, Q9Y676, O15372, P82914, P49411, Q13405, P36578, Q9BYN8, Q9Y3B7, P84098, P43307, Q8TAE8, P63173, P62888, P61313, P27635, P60228, P49406, P60468, P26641, P26640, P11940, Q9Y2Q9, P26639, P62899, Q14197, Q92552, Q15046, Q96EY7, Q9Y2R5, Q8N5N7, P23381, Q9Y2R9, P42677, Q99613, Q9Y3D9, P15880, Q9Y3D3, Q92665, P82930, P82932, P62424, Q969Q0, Q15056, P82933, Q12904, Q7Z2W9, P62280, P39656, Q9P015, Q9NVS2, Q9BYC8, Q9UHB9, Q9NWU5, P62277, P08240, P62273, Q15181, P30050, Q9BZE1, P49458, O75616, Q07020, P51398, P37108, Q05639, P83881, P82673, P82675, P62847, P62841, P49207, P61513, P55884, Q6P1L8, P82909, P52815, Q5T653, P62857, P62979, P05198, P62851, P47813, P62854, Q13347, Q9NP92, P07814, P35268, P62861, P62987, P56192	2077	292	11153	4.100881474202122	5.468980177462438E-101	2.7359069229740847E-101	1.9297282387833783E-101
REACTOME_PATHWAY	R-HSA-8868773~rRNA processing in the nucleus and cytosol	169	6.167883211678832	3.968257652536117E-95	Q92979, P23396, Q12788, P62917, P62081, O00541, Q06265, P18124, Q9Y3A4, P62750, P47914, Q9NX24, Q9Y3A2, P62910, Q14692, Q6P5R6, P46783, Q9Y2X3, P83731, Q14690, P62913, Q9BVI4, P62753, Q15024, Q9H0D6, Q9H4L4, Q15269, Q9NRX1, P46782, P46781, P36578, Q9Y2P8, P19338, P62244, P84098, Q9NW13, P63173, Q8IWA0, P62241, Q9Y3B2, P62888, Q9NPD3, P61313, P46777, P27635, P46776, P60866, P46779, P46778, P62249, Q9Y324, P25398, Q13895, Q5SY16, Q9BVP2, Q9H0S4, O00567, P18621, O00566, Q8TED0, O43818, Q9NV06, P42285, P63220, P62899, Q9NPE3, P40429, Q9H9L3, P78316, P46087, P08708, Q9Y2R4, P26373, P62829, P18077, Q8IY37, Q96B26, P42677, O60832, O43709, P62266, P15880, Q02543, P62263, P62701, Q9UI30, Q9Y4W2, P62269, Q9NXF1, P62424, Q969Q0, Q9Y3U8, Q9H0A0, Q9NYH9, Q9Y221, Q71UM5, P62280, P39019, Q9UGY1, P62277, Q8IZL8, Q15061, P62273, P39023, P30050, Q8NI36, Q68CQ4, Q969X6, Q9H8H0, Q9NXG2, Q99848, Q07020, Q14137, Q9Y2L1, Q9NQZ2, Q2NL82, Q13601, Q9NR30, Q96G21, Q9Y5J1, Q9NV31, O75691, Q9NY12, P61353, P83881, Q9BV38, P62847, P05386, P05387, P62841, P05388, Q9UNX4, P49207, P61513, P61927, Q8IY81, P22087, P32969, Q9H583, P55769, Q99547, P42766, Q02878, P50914, Q5RKV6, P61247, P62857, O15213, P62979, Q9GZL7, P62851, P08865, P56182, P62854, Q9UNQ2, Q9Y6V7, Q13868, Q9H6R4, P62906, P35268, Q01780, Q9NQT4, Q9NQT5, Q96EU6, Q9BVJ6, P62861, P61254, P62987	2077	195	11153	4.653795538436848	7.658737269394706E-92	1.9156763817618103E-92	1.3511917306885477E-92
REACTOME_PATHWAY	R-HSA-72312~rRNA processing	174	6.350364963503649	7.228538747337094E-95	Q92979, P23396, Q7L0Y3, Q12788, P62917, P62081, O00541, Q06265, P18124, Q9Y3A4, P62750, P47914, Q9NX24, Q9Y3A2, P62910, Q14692, Q6P5R6, P46783, Q9Y2X3, P83731, Q14690, P62913, Q9BVI4, P62753, Q15024, Q9H0D6, Q9H4L4, Q15269, Q9NRX1, P46782, P46781, P36578, Q9Y2P8, P19338, P62244, P84098, Q9NW13, P63173, Q8IWA0, Q6IN84, P62241, Q9Y3B2, P62888, Q9NPD3, P61313, P46777, P27635, P46776, P60866, P46779, P46778, P62249, Q9Y324, P25398, Q13895, Q5SY16, Q9BVP2, Q9H0S4, O00567, Q9BQ52, P18621, O00566, Q8TED0, O43818, Q9NV06, P42285, P63220, P62899, Q9NPE3, P40429, Q9H9L3, P78316, P46087, P08708, Q9Y2R4, P26373, P62829, P18077, Q8IY37, Q96B26, P42677, O60832, O43709, P62266, P15880, Q02543, P62263, P62701, Q9UI30, Q9Y4W2, P62269, Q9NXF1, P62424, Q969Q0, Q9Y3U8, Q9H0A0, Q9NYH9, Q9Y221, Q71UM5, P62280, P39019, Q9UGY1, P62277, Q8IZL8, Q15061, P62273, P39023, P30050, Q8NI36, Q68CQ4, Q969X6, Q9H8H0, Q9NXG2, Q99848, Q07020, Q14137, Q9Y2L1, Q9NQZ2, Q2NL82, Q13601, Q9NR30, Q96G21, Q9Y5J1, Q9NV31, O75691, Q9NY12, P61353, P83881, Q9BV38, P62847, P05386, P05387, P62841, P05388, Q9UNX4, P49207, P61513, Q99714, P61927, Q8IY81, P22087, P32969, Q9H583, P55769, Q99547, P42766, Q02878, P50914, Q5RKV6, P61247, P62857, O15213, P62979, Q9HC36, Q9GZL7, P62851, P08865, P56182, P62854, Q9UNQ2, Q9Y6V7, Q13868, Q9H6R4, P62906, P35268, Q01780, Q9NQT4, Q9NQT5, Q96EU6, Q9BVJ6, P62861, P61254, P62987	2077	205	11153	4.5577509776060685	1.395107978236059E-91	2.7916616642215855E-92	1.969053954774624E-92
